Blocker_scaling_factor  Reimers_scaling_factor  status  index
0.0847949372347 0.488657693613 success 90
0.0747649850554 0.387913054771 success 91
0.0776768646864 0.669000501551 success 92
0.0700005820502 0.77076356268 success 93
0.0787739787919 0.589773899298 success 94
0.0561845254068 0.626683411638 success 95
0.0579602095211 0.795773550526 success 96
0.0430138557153 0.806908865186 success 97
0.0538709818223 0.535617686541 success 98
0.0691679031049 0.518656370406 success 99
0.0934456113638 0.328508170394 success 100
0.0970021737229 0.439847609774 success 101
0.094527126963 0.492436465745 success 102
0.0426554224265 0.898812603806 success 103
0.0200921351197 0.592143519496 success 104
0.0217169678143 0.346130811065 success 105
0.0405509712634 0.422222132511 success 106
0.0331573330739 0.330319157899 success 107
0.0475592827824 0.827426225537 success 108
0.0766874099913 0.716305860884 success 109
0.0625416132215 0.354138940001 error 110
0.0358680133411 0.476068322523 success 111
0.0759482206823 0.659168773427 success 112
0.0628631892703 0.602248251989 success 113
0.0673579609193 0.769497025555 success 114
0.0592658480656 0.874817908587 success 115
0.0461250479673 0.723443339584 success 116
0.0891466577786 0.550765287714 success 117
0.0647144152781 0.822924574797 success 118
0.0615960087668 0.540421074767 success 119
0.0242285816265 0.639228627883 success 120
0.0738650077842 0.53299342796 success 121
0.0122081730352 0.551179960379 success 122
0.0234903337085 0.467669988654 success 123
0.0857470756279 0.468706745886 success 124
0.0661455805634 0.647385968134 success 125
0.0382814800193 0.802221308537 success 126
0.0630270478013 0.34218477089 success 127
0.0759480819654 0.60341624912 success 128
0.0632247106848 0.772304449283 success 129
0.0208551418698 0.865138948607 success 130
0.0878225058617 0.591690387124 success 131
0.0352254615832 0.807916983803 success 132
0.0668558129593 0.578106046662 success 133
0.0259913343591 0.848889867593 success 134
0.0806292750315 0.777928715297 success 135
0.0350065621765 0.351783749882 success 136
0.0132343482114 0.694974075501 success 137
0.0494917447102 0.641702589442 success 138
0.0942127545536 0.515821333228 success 139
0.0118815155273 0.860460690992 success 140
0.0161287753944 0.648566100978 success 141
0.0293422747053 0.714573558741 success 142
0.0161830391978 0.653703687862 success 143
0.0724975728337 0.413341093321 success 144
0.0891708056613 0.563174621619 success 145
0.0315845327348 0.475480639824 success 146
0.0205073078968 0.30038409475 success 147
0.0428271023527 0.709951032974 success 148
0.017394801918 0.735156186107 error 149
0.0118397932716 0.371946921837 error 150
0.0185615975052 0.40609860671 success 151
0.0822156003316 0.682457402141 success 152
0.0840600439639 0.598844918773 success 153
0.030980925089 0.72792561792 success 154
0.0220875838611 0.698278795931 error 155
0.0956146473484 0.611428224632 success 156
0.0287915170624 0.826953444427 error 157
0.0155269637567 0.880993034323 success 158
0.0481994376949 0.704832115916 success 159
0.0945193480534 0.690911382889 error 160
0.0954192625891 0.602714542121 error 161
0.0372726456347 0.662167769213 success 162
0.0816234073549 0.687625771929 success 163
0.0948130938846 0.454896035464 success 164
0.0612944945899 0.379804654753 success 165
0.0238064643398 0.502063428021 success 166
0.0621611534594 0.663668943264 success 167
0.044250305211 0.755218646508 error 168
0.059580138625 0.373736342718 success 169
0.0944812281918 0.48901864056 error 170
0.0195040064251 0.424592188452 success 171
0.0229943920194 0.38802798824 success 172
0.0937722508626 0.850331263904 success 173
0.0357390102351 0.439471264797 success 174
0.0830290648417 0.360386301986 error 175
0.0659354327973 0.880947394989 success 176
0.024649339469 0.818499298326 success 177
0.0978131111466 0.698243591837 success 178
0.0196179664414 0.393289342518 success 179
0.04344320836 0.387986860543 success 180
0.0619963026331 0.668304023523 success 181
0.0117649191196 0.67450321722 success 182
0.0709091456355 0.746597259487 error 183
0.0344995662265 0.622911024468 success 184
0.0861877477217 0.817912525341 success 185
0.0217307438788 0.891896835341 success 186
0.0504318806699 0.504252375164 success 187
0.0935184112829 0.546946966638 success 188
0.0226253876514 0.652213307038 success 189
0.0247808751147 0.731489287056 error 190
0.0211746905353 0.41161959329 success 191
0.0488227175919 0.320938999442 success 192
0.0748374479346 0.489948543039 success 193
0.0468617422959 0.639420008497 success 194
0.0452621371076 0.700389364459 success 195
0.011310328457 0.785383157947 success 196
0.0931258632929 0.875210438447 success 197
0.0220231094177 0.861500022277 success 198
0.0102673952595 0.573715500668 success 199
0.0894651865044 0.512863689432 success 200
0.0875505759467 0.624877424922 success 201
0.0703635610197 0.517737185597 success 202
0.0721913238574 0.604280560185 success 203
0.0254914449014 0.427737122505 success 204
0.0188204459454 0.4591074661 success 205
0.0747413181769 0.493943135231 error 206
0.0807815092684 0.489500871557 success 207
0.0203055832556 0.649657365921 success 208
0.0189741175724 0.662982596706 success 209
0.0535204997948 0.594286203135 success 210
0.0374073699236 0.344384851397 success 211
0.0963733217537 0.31305283072 success 212
0.0229623164856 0.54539255706 success 213
0.0414964126343 0.400002658201 success 214
0.0704276748911 0.821334239227 success 215
0.0181396649474 0.856147217803 success 216
0.0794862581096 0.666914400322 error 217
0.0153040354864 0.539490257844 success 218
0.0783003527335 0.418329378996 error 219
0.0989199942854 0.377320935175 error 220
0.0136512124149 0.629599289574 success 221
0.0991580802969 0.599219438061 error 222
0.029432466637 0.644180094953 success 223
0.0423884582 0.421413976192 success 224
0.0109550522976 0.802428033927 success 225
0.0628130270027 0.721459608069 success 226
0.0649782247349 0.367580774901 success 227
0.0841679762718 0.418971222825 success 228
0.0194807125812 0.857597792325 success 229
0.0784900772765 0.780742410982 success 230
0.0343983001735 0.699625604081 error 231
0.0978050277067 0.494850796673 success 232
0.093312158398 0.882456480397 success 233
0.0965223451038 0.449633452675 success 234
0.0569205534137 0.680312847798 success 235
0.0338138503845 0.562725840945 success 236
0.0453764138358 0.692876229448 success 237
0.0296723816157 0.50725140811 success 238
0.0798351128976 0.544108037108 success 239
0.0878184190267 0.346861082165 error 240
0.083761637163 0.744175189253 success 241
0.0966200815947 0.516034244646 success 242
0.0986201725137 0.461326246947 success 243
0.0802189808703 0.4951206837 success 244
0.0793469355129 0.89437667536 success 245
0.0478074459655 0.391422720701 success 246
0.0789890217161 0.855069811953 success 247
0.0228307442814 0.468687257994 error 248
0.0818550766978 0.631708218982 success 249
