Blocker_scaling_factor  Reimers_scaling_factor  star_mass  index
0.0992342753323 0.84861247619 0.5027560309586329 89
0.0847949372347 0.488657693613 0.5396435083268117 90
0.0747649850554 0.387913054771 0.5456836109272049 91
0.0776768646864 0.669000501551 0.5288285805591416 92
0.0700005820502 0.77076356268 0.5206654045649662 93
0.0787739787919 0.589773899298 0.5354872547665388 94
0.0561845254068 0.626683411638 0.5365686373747939 95
0.0579602095211 0.795773550526 0.5175332177498225 96
0.0430138557153 0.806908865186 0.5173759464182098 97
0.0538709818223 0.535617686541 0.5405834825714952 98
0.0691679031049 0.518656370406 0.5399201424380874 99
0.0934456113638 0.328508170394 0.5455258949335361 100
0.0970021737229 0.439847609774 0.5391892115706362 101
0.094527126963 0.492436465745 0.5393207355007221 102
0.0426554224265 0.898812603806 0.4781381084940534 103
0.0200921351197 0.592143519496 0.5454899168505087 104
0.0217169678143 0.346130811065 0.5601805251427249 105
0.0405509712634 0.422222132511 0.5497151834937402 106
0.0331573330739 0.330319157899 0.5548371389679275 107
0.0475592827824 0.827426225537 0.5111127883351771 108
0.0766874099913 0.716305860884 0.5262108199410072 109
0.0358680133411 0.476068322523 0.5471898150344501 111
0.0759482206823 0.659168773427 0.5299988769231465 112
0.0628631892703 0.602248251989 0.5367647320111785 113
0.0673579609193 0.769497025555 0.5208468503528079 114
0.0592658480656 0.874817908587 0.4925071033976952 115
0.0461250479673 0.723443339584 0.5289379472888176 116
0.0891466577786 0.550765287714 0.5372071020170809 117
0.0647144152781 0.822924574797 0.5114849444830932 118
0.0615960087668 0.540421074767 0.5404325242788529 119
0.0242285816265 0.639228627883 0.5417540304949588 120
0.0738650077842 0.53299342796 0.5382508679207811 121
0.0122081730352 0.551179960379 0.5550766755249833 122
0.0234903337085 0.467669988654 0.5529237936106588 123
0.0857470756279 0.468706745886 0.5408686899243059 124
0.0661455805634 0.647385968134 0.5331767377402717 125
0.0382814800193 0.802221308537 0.5180093468098258 126
0.0630270478013 0.34218477089 0.5488509968994816 127
0.0759480819654 0.60341624912 0.5349853180928824 128
0.0632247106848 0.772304449283 0.5209310459628425 129
0.0208551418698 0.865138948607 0.500008252862008 130
0.0878225058617 0.591690387124 0.5349963035106412 131
0.0352254615832 0.807916983803 0.5171387743215549 132
0.0668558129593 0.578106046662 0.5376934749936574 133
0.0259913343591 0.848889867593 0.5063041279867948 134
0.0806292750315 0.777928715297 0.5189355090210495 135
0.0350065621765 0.351783749882 0.5531079518117227 136
0.0132343482114 0.694974075501 0.540252732180852 137
0.0494917447102 0.641702589442 0.5357182814978574 138
0.0942127545536 0.515821333228 0.5385948981032981 139
0.0118815155273 0.860460690992 0.5035756035272613 140
0.0161287753944 0.648566100978 0.5429363043228623 141
0.0293422747053 0.714573558741 0.5318936541092664 142
0.0161830391978 0.653703687862 0.5424691987295127 143
0.0724975728337 0.413341093321 0.5436058091448353 144
0.0891708056613 0.563174621619 0.5371460577430599 145
0.0315845327348 0.475480639824 0.5481020999760553 146
0.0205073078968 0.30038409475 0.5634352074598852 147
0.0428271023527 0.709951032974 0.5316747169229469 148
0.0185615975052 0.40609860671 0.558746730334203 151
0.0822156003316 0.682457402141 0.5287309258100181 152
0.0840600439639 0.598844918773 0.5356636821189344 153
0.030980925089 0.72792561792 0.5304987242542022 154
0.0956146473484 0.611428224632 0.5340688887283556 156
0.0155269637567 0.880993034323 0.4896277089302535 158
0.0481994376949 0.704832115916 0.5306231821579694 159
0.0372726456347 0.662167769213 0.5345618883607206 162
0.0816234073549 0.687625771929 0.5289146673537048 163
0.0948130938846 0.454896035464 0.5403087624001198 164
0.0612944945899 0.379804654753 0.5459813127345607 165
0.0238064643398 0.502063428021 0.5494451872908473 166
0.0621611534594 0.663668943264 0.5329682164391369 167
0.059580138625 0.373736342718 0.5486186758010381 169
0.0195040064251 0.424592188452 0.5567380860867767 171
0.0229943920194 0.38802798824 0.5574630183532329 172
0.0937722508626 0.850331263904 0.5021032016146332 173
0.0357390102351 0.439471264797 0.5502508004557066 174
0.0659354327973 0.880947394989 0.48831344734600124 176
0.024649339469 0.818499298326 0.5162695443768048 177
0.0978131111466 0.698243591837 0.5269873619973945 178
0.0196179664414 0.393289342518 0.5578007634408843 179
0.04344320836 0.387986860543 0.5492082401041943 180
0.0619963026331 0.668304023523 0.5325781510501454 181
0.0117649191196 0.67450321722 0.5444559911849671 182
0.0344995662265 0.622911024468 0.538549339136577 184
0.0861877477217 0.817912525341 0.5115613561319231 185
0.0217307438788 0.891896835341 0.48143677923162975 186
0.0504318806699 0.504252375164 0.5418426582017022 187
0.0935184112829 0.546946966638 0.5370773304950763 188
0.0226253876514 0.652213307038 0.5409968449790401 189
0.0211746905353 0.41161959329 0.5568049304889284 191
0.0488227175919 0.320938999442 0.551169557236189 192
0.0748374479346 0.489948543039 0.5408054253990865 193
0.0468617422959 0.639420008497 0.5353241995256682 194
0.0452621371076 0.700389364459 0.5315713345748402 195
0.011310328457 0.785383157947 0.5281874693055453 196
0.0931258632929 0.875210438447 0.4927439388253508 197
0.0220231094177 0.861500022277 0.5006339090155828 198
0.0102673952595 0.573715500668 0.5541355751680609 199
0.0894651865044 0.512863689432 0.539482454551696 200
0.0875505759467 0.624877424922 0.5317628421901187 201
0.0703635610197 0.517737185597 0.5394023903309833 202
0.0721913238574 0.604280560185 0.535954044216578 203
0.0254914449014 0.427737122505 0.5533747791174918 204
0.0188204459454 0.4591074661 0.5560417775656719 205
0.0807815092684 0.489500871557 0.5410440786047029 207
0.0203055832556 0.649657365921 0.5414435331651852 208
0.0189741175724 0.662982596706 0.540317880760092 209
0.0535204997948 0.594286203135 0.5384399594332504 210
0.0374073699236 0.344384851397 0.5535911324821571 211
0.0963733217537 0.31305283072 0.546034981292179 212
0.0229623164856 0.54539255706 0.5470363061200015 213
0.0414964126343 0.400002658201 0.5492615044955323 214
0.0704276748911 0.821334239227 0.5107752732924592 215
0.0181396649474 0.856147217803 0.5050246648676634 216
0.0153040354864 0.539490257844 0.5520288193080506 218
0.0136512124149 0.629599289574 0.5471408873182433 221
0.029432466637 0.644180094953 0.5394556103082412 223
0.0423884582 0.421413976192 0.5483102230262576 224
0.0109550522976 0.802428033927 0.5235992399464062 225
0.0628130270027 0.721459608069 0.52653788386322 226
0.0649782247349 0.367580774901 0.5474399004951087 227
0.0841679762718 0.418971222825 0.5436118852333699 228
0.0194807125812 0.857597792325 0.5023826149421301 229
0.0784900772765 0.780742410982 0.5189350874489596 230
0.0978050277067 0.494850796673 0.5379606497745468 232
0.093312158398 0.882456480397 0.48833458404630015 233
0.0965223451038 0.449633452675 0.5405185356750227 234
0.0569205534137 0.680312847798 0.5315661744602986 235
0.0338138503845 0.562725840945 0.5437836720942834 236
0.0453764138358 0.692876229448 0.5326907820418045 237
0.0296723816157 0.50725140811 0.5476617551998103 238
0.0798351128976 0.544108037108 0.5386310043674255 239
0.083761637163 0.744175189253 0.5240614300938131 241
0.0966200815947 0.516034244646 0.5381577165219649 242
0.0986201725137 0.461326246947 0.5407318331858627 243
0.0802189808703 0.4951206837 0.5406715151763146 244
0.0793469355129 0.89437667536 0.4801765259136729 245
0.0478074459655 0.391422720701 0.5489309887770508 246
0.0789890217161 0.855069811953 0.5008416633139741 247
0.0818550766978 0.631708218982 0.533618571388787 249
